species_name,gbif_id,latitude,longitude,coordinate_uncertainty,elevation,date,year,month,day,dataset,institution,collector,country,state_province,locality,habitat,basis_of_record,occurrence_status,taxon_key,scientific_name,identification_qualifier
Cantharellus formosus,4954419293,45.61642,-123.380342,4.0,,2024-08-31T13:19:59,2024,8,31.0,iNaturalist research-grade observations,iNaturalist,RJ,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954636487,43.294459,-124.330598,4.0,,2024-08-17T11:11:10,2024,8,17.0,iNaturalist research-grade observations,iNaturalist,amtoomey,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4973928704,47.861389,-123.932933,,,2024-08-31T13:10:04,2024,8,31.0,iNaturalist research-grade observations,iNaturalist,Sorrel,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4945535038,47.519792,-123.50322,7.0,,2024-09-01T08:06:36,2024,9,1.0,iNaturalist research-grade observations,iNaturalist,leahparr,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,5062856689,46.972438,-121.721772,4.0,,2024-09-02T12:17:55,2024,9,2.0,iNaturalist research-grade observations,iNaturalist,ashleysinthewoods,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946549808,47.889797,-121.803111,,,2024-09-06T15:09:04,2024,9,6.0,iNaturalist research-grade observations,iNaturalist,semi-hex,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946582422,47.810091,-122.981152,,,2024-09-08T13:56:11,2024,9,8.0,iNaturalist research-grade observations,iNaturalist,deathpenaltyforlittering,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954530404,48.056225,-123.788612,4.0,,2024-09-06T14:37:49,2024,9,6.0,iNaturalist research-grade observations,iNaturalist,Corey Lange,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4945593625,42.915725,-124.456297,,,2024-09-07T17:32:17,2024,9,7.0,iNaturalist research-grade observations,iNaturalist,Wes Gill,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954779630,47.918345,-124.608861,1.0,,2024-09-09T17:56:43,2024,9,9.0,iNaturalist research-grade observations,iNaturalist,Michael Stein,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946181176,45.710903,-123.348237,4.0,,2024-09-11T13:58:56,2024,9,11.0,iNaturalist research-grade observations,iNaturalist,abbyparousia,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954581499,46.909437,-122.908436,,,2024-09-12T13:18:37,2024,9,12.0,iNaturalist research-grade observations,iNaturalist,James Conway,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954414887,46.872938,-124.045198,122.0,,2024-09-10T10:22:15,2024,9,10.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,5008101048,44.600736,-124.064901,4.0,,2024-09-14T13:38:35,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,chelifish,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946131028,47.606546,-123.157403,450.0,,2024-09-14T14:10:12,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,Sean Sims,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946711671,45.912628,-121.950997,4.0,,2024-09-14T15:22:19,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,Tabbitha,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4945757588,47.072255,-122.895268,190.0,,2024-09-14T17:15,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,ktk2509,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954609531,47.795396,-122.601001,4.0,,2024-09-15T12:01,2024,9,15.0,iNaturalist research-grade observations,iNaturalist,Kathleen Dobson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954493781,46.998058,-123.606628,4.0,,2024-09-01T18:23:39,2024,9,1.0,iNaturalist research-grade observations,iNaturalist,allyevs,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946710558,47.197722,-124.194183,24.0,,2024-09-15T14:56:51,2024,9,15.0,iNaturalist research-grade observations,iNaturalist,iriscampesino8,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4945754870,47.067223,-122.979842,223.0,,2024-09-14T12:45:38,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4945962511,47.067169,-122.978843,141.0,,2024-09-14T12:59:56,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946482579,47.067825,-122.979185,136.0,,2024-09-14T13:16:04,2024,9,14.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954434107,47.149233,-122.707372,25.0,,2024-09-16T18:40:51,2024,9,16.0,iNaturalist research-grade observations,iNaturalist,nonbinaryarbutus,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4946434765,47.419113,-122.498833,4.0,,2024-09-16T21:35:01,2024,9,16.0,iNaturalist research-grade observations,iNaturalist,strawbryblnd879,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950041730,47.106844,-122.961508,868.0,,2024-09-17T10:32:19,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,daleplantdude,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950038660,48.095062,-122.700592,6.0,,2024-09-17T18:06:04,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,kelsey_lang,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950382128,47.126515,-122.862259,61.0,,2024-09-17T19:09:34,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,nathankrebs,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950525981,48.16454,-123.691985,455.0,,2024-09-16T16:48,2024,9,16.0,iNaturalist research-grade observations,iNaturalist,notintuition,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954398747,47.492478,-123.862542,7.0,,2024-09-18T12:25:29,2024,9,18.0,iNaturalist research-grade observations,iNaturalist,aimrenatus,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4949901068,47.067535,-122.979843,236.0,,2024-09-17T09:46:31,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4949985649,47.067624,-122.978795,152.0,,2024-09-17T09:50:24,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950599155,47.068049,-122.978864,157.0,,2024-09-17T09:53:39,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4949870553,47.067816,-122.978473,167.0,,2024-09-17T10:15:37,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950506340,47.067783,-122.978987,178.0,,2024-09-17T10:19:24,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950212829,45.842561,-122.393781,,,2024-09-17T13:05:04,2024,9,17.0,iNaturalist research-grade observations,iNaturalist,finn,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954240553,44.943428,-124.012147,69.0,,2024-09-19T17:48:28,2024,9,19.0,iNaturalist research-grade observations,iNaturalist,endlesstrail,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954588218,47.55128,-122.250513,160.0,,2024-09-20T11:17:03,2024,9,20.0,iNaturalist research-grade observations,iNaturalist,nonbinaryarbutus,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950014260,46.997609,-123.808687,1.0,,2024-09-20T16:51:59,2024,9,20.0,iNaturalist research-grade observations,iNaturalist,dropinin1,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950386345,47.575227,-122.822406,415.0,,2024-09-21T10:27:03,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,Sean Sims,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4949963070,47.570946,-122.816782,284.0,,2024-09-21T10:43:47,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,Sean Sims,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950465607,47.581476,-122.818209,674.0,,2024-09-21T10:57:40,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,Sean Sims,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950079765,47.577575,-122.83009,157.0,,2024-09-21T11:20:10,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,Sean Sims,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950032183,47.53885,-121.52265,4.0,,2024-09-21T11:56:16,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,manseekingorganisms,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950054636,47.538909,-121.522558,4.0,,2024-09-21T11:48:23,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,manseekingorganisms,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4949880524,47.572667,-122.807604,238.0,,2024-09-21T13:06:44,2024,9,21.0,iNaturalist research-grade observations,iNaturalist,Sean Sims,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950093471,47.52862,-123.359852,54.0,,2024-09-20T15:01:12,2024,9,20.0,iNaturalist research-grade observations,iNaturalist,lizzybeast,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954327360,48.727287,-122.485012,689.0,,2024-09-22T13:28:34,2024,9,22.0,iNaturalist research-grade observations,iNaturalist,torenl,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950226988,46.469372,-122.114425,4.0,,2024-09-22T13:38:15,2024,9,22.0,iNaturalist research-grade observations,iNaturalist,Heather,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950256026,47.147399,-122.728675,189.0,,2024-09-22T19:01:07,2024,9,22.0,iNaturalist research-grade observations,iNaturalist,nonbinaryarbutus,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4949976194,44.041495,-122.96262,,,2024-09-23T21:11:25,2024,9,23.0,iNaturalist research-grade observations,iNaturalist,lindsaymarie33,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954538527,48.342589,-122.5676,,,2024-09-23T17:56:23,2024,9,23.0,iNaturalist research-grade observations,iNaturalist,Sharon Squazzo,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4950109660,48.623138,-122.394447,4.0,,2024-09-24T15:31:22,2024,9,24.0,iNaturalist research-grade observations,iNaturalist,abigailschmitt,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952250946,44.140336,-124.120109,9.0,,2024-09-25T12:55:31,2024,9,25.0,iNaturalist research-grade observations,iNaturalist,Noland Martin,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954284110,47.028928,-123.002906,4.0,,2024-09-25T11:16:22,2024,9,25.0,iNaturalist research-grade observations,iNaturalist,Laura,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4954351330,48.027062,-121.891358,,,2024-09-25T13:27,2024,9,25.0,iNaturalist research-grade observations,iNaturalist,Jami Gramore,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952766094,47.067558,-122.978877,317.0,,2024-09-24T10:56:26,2024,9,24.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4953102802,47.067869,-122.978992,233.0,,2024-09-24T11:05:27,2024,9,24.0,iNaturalist research-grade observations,iNaturalist,Drew T Henderson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952817574,48.658504,-122.490143,295.0,,2024-09-24T16:34:20,2024,9,24.0,iNaturalist research-grade observations,iNaturalist,gritchie09,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4953002362,47.906254,-122.557989,,,2024-09-27T11:36:14,2024,9,27.0,iNaturalist research-grade observations,iNaturalist,deathpenaltyforlittering,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4953116156,48.719278,-122.374313,4.0,,2024-09-27T11:54:42,2024,9,27.0,iNaturalist research-grade observations,iNaturalist,abigailschmitt,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952631224,48.655167,-122.782897,20.0,,2024-09-27T17:51:39,2024,9,27.0,iNaturalist research-grade observations,iNaturalist,natureissocool,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952810100,43.15778,-123.672765,173.0,,2024-09-24T16:56:14,2024,9,24.0,iNaturalist research-grade observations,iNaturalist,bwhit11,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952984719,47.031121,-122.964854,370.0,,2024-09-28T10:44:30,2024,9,28.0,iNaturalist research-grade observations,iNaturalist,Stag Watson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952481688,47.02913,-122.964053,744.0,,2024-09-28T10:46:59,2024,9,28.0,iNaturalist research-grade observations,iNaturalist,Stag Watson,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4953000775,44.530889,-123.54478,845.0,,2024-09-28T14:10:54,2024,9,28.0,iNaturalist research-grade observations,iNaturalist,stevenmelhorn,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952456852,47.857118,-122.161177,,,2024-09-26T17:52,2024,9,26.0,iNaturalist research-grade observations,iNaturalist,Jami Gramore,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952551141,44.041495,-122.96262,,,2024-09-23T21:11:25,2024,9,23.0,iNaturalist research-grade observations,iNaturalist,lindsaymarie33,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952218665,43.93617,-124.114433,21.0,,2024-09-29T11:41:06,2024,9,29.0,iNaturalist research-grade observations,iNaturalist,macaronisnail,United States of America,Oregon,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
Cantharellus formosus,4952838876,47.400712,-122.838118,223.0,,2024-09-29T16:21:21,2024,9,29.0,iNaturalist research-grade observations,iNaturalist,mushroomjake,United States of America,Washington,,,HUMAN_OBSERVATION,PRESENT,5466954,Cantharellus formosus Corner,
